Model,MOY,Age,Mileage,Engine_Capacity,Fuel_Type,Transmission,Price
TOWNACE,1994,29,190000,1500,DIESEL,MANUAL,2450000
STARLET,1995,28,210000,1300,PETROL,AUTOMATIC,2450000
TOWNACE,1992,31,100000,2000,DIESEL,MANUAL,2450000
SPRINTER,1998,25,250000,1900,PETROL,AUTOMATIC,2450000
COROLLA,2000,23,200000,1300,PETROL,MANUAL,2450000
COROLLA,1996,27,122525,2000,DIESEL,AUTOMATIC,2450000
STARLET,1992,31,225000,1500,DIESEL,MANUAL,2450000
TOWNACE,1991,32,155000,1970,DIESEL,AUTOMATIC,2450000
TOWNACE,1991,32,78548,1960,DIESEL,MANUAL,2450000
CARINA,1996,27,39800,1500,PETROL,AUTOMATIC,2450000
HIACE,1989,34,350000,2400,DIESEL,MANUAL,2450000
CORSA,1998,25,212720,1490,PETROL,AUTOMATIC,2450000
CALDINA,1997,26,74000,2000,DIESEL,MANUAL,2450000
TOWNACE,1990,33,300000,1970,DIESEL,MANUAL,2450000
CORSA,1998,25,220000,1330,PETROL,AUTOMATIC,2450000
TOWNACE,1990,33,300000,1970,DIESEL,MANUAL,2450000
CALDINA,1997,26,74000,2000,DIESEL,MANUAL,2450000
TOWNACE,1991,32,155000,1970,DIESEL,AUTOMATIC,2450000
STARLET,1992,31,225000,1500,DIESEL,MANUAL,2450000
CORSA,1998,25,212720,1490,HYBRID,AUTOMATIC,2450000
MARINO,1992,31,210000,1500,PETROL,MANUAL,2425000
COROLLA,1996,27,183000,1500,PETROL,AUTOMATIC,2425000
COROLLA,1996,27,183000,1500,PETROL,AUTOMATIC,2425000
MARINO,1992,31,210000,1500,PETROL,MANUAL,2425000
MARINO,1992,31,210000,1500,PETROL,AUTOMATIC,2425000
TERCEL,1999,24,165000,1330,PETROL,AUTOMATIC,2400000
COROLLA,1995,28,150000,1500,PETROL,MANUAL,2400000
COROLLA,1997,26,230000,1500,PETROL,MANUAL,2400000
HIACE,1986,37,10000,2440,DIESEL,MANUAL,2400000
COROLLA,1998,25,150000,200,DIESEL,AUTOMATIC,2400000
TERCEL,1999,24,110000,1500,DIESEL,MANUAL,2400000
COROLLA,1995,28,19000,1300,PETROL,MANUAL,2400000
COROLLA,1997,26,120000,1300,PETROL,AUTOMATIC,2400000
COROLLA,1996,27,130000,1500,PETROL,AUTOMATIC,2400000
TOWNACE,1991,32,100000,1970,DIESEL,MANUAL,2400000
TOWNACE,1989,34,340000,2000,DIESEL,MANUAL,2400000
TOWNACE,1984,39,65253,1200,DIESEL,MANUAL,2400000
HIACE,1991,32,265000,2400,DIESEL,MANUAL,2400000
STARLET,1991,32,242000,1300,PETROL,MANUAL,2400000
COROLLA,1999,24,198000,1500,PETROL,MANUAL,2400000
HIACE,1991,32,265000,2400,DIESEL,MANUAL,2400000
TOWNACE,1984,39,65253,1200,PETROL,MANUAL,2400000
COROLLA,1995,28,290000,1500,PETROL,MANUAL,2395000
CORONA,1995,28,209000,1800,PETROL,MANUAL,2393000
COROLLA,1997,26,200000,2000,DIESEL,AUTOMATIC,2390000
TOWNACE,1990,33,200000,2500,DIESEL,MANUAL,2390000
TOWNACE,1990,33,200000,2500,DIESEL,MANUAL,2390000
HIACE,1988,35,250000,2645,DIESEL,MANUAL,2385000
HIACE,1988,35,250000,2645,PETROL,AUTOMATIC,2385000
VISTA,1991,32,185000,2000,DIESEL,MANUAL,2380000
HIACE,1988,35,400000,2000,DIESEL,MANUAL,2375000
SPRINTER,1996,27,252000,1500,PETROL,MANUAL,2375000
LITEACE,1990,33,32132,1997,DIESEL,MANUAL,2375000
LITEACE,1988,35,200000,1970,DIESEL,MANUAL,2375000
HIACE,1987,36,79586,2660,DIESEL,MANUAL,2375000
CHASER,1983,40,189000,1500,PETROL,MANUAL,2375000
TOWNACE,1988,35,50000,2800,DIESEL,MANUAL,2375000
COROLLA,1999,24,258000,2000,DIESEL,MANUAL,2375000
COROLLA,1996,27,178000,1330,PETROL,AUTOMATIC,2375000
LITEACE,1991,32,564211,1000,DIESEL,MANUAL,2375000
HILUX,1984,39,247000,2440,DIESEL,MANUAL,2375000
HILUX,1984,39,247000,2440,DIESEL,MANUAL,2375000
LITEACE,1991,32,564211,1000,DIESEL,MANUAL,2375000
TOWNACE,1992,31,75000,1850,DIESEL,MANUAL,2370000
TOWNACE,1992,31,57362,2400,DIESEL,MANUAL,2370000
TOWNACE,1993,30,467550,1590,DIESEL,MANUAL,2350000
STARLET,1996,27,120000,1200,PETROL,MANUAL,2350000
TOWNACE,1990,33,250000,2000,DIESEL,MANUAL,2350000
HIACE,1986,37,62550,2440,DIESEL,MANUAL,2350000
SPRINTER,1999,24,150000,1500,PETROL,AUTOMATIC,2350000
HIACE,1987,36,450000,2500,DIESEL,MANUAL,2350000
LITEACE,1996,27,190000,2000,DIESEL,AUTOMATIC,2350000
SPRINTER,2000,23,85200,1490,PETROL,MANUAL,2350000
LITEACE,1998,25,250000,1970,DIESEL,MANUAL,2350000
TOWNACE,1989,34,32152,1500,DIESEL,MANUAL,2350000
TOWNACE,1991,32,12345,2000,DIESEL,MANUAL,2350000
COROLLA,1997,26,214000,1500,PETROL,AUTOMATIC,2350000
STARLET,1992,31,120000,1330,PETROL,MANUAL,2350000
STARLET,1994,29,217000,1330,PETROL,MANUAL,2350000
TOWNACE,1992,31,245800,1850,DIESEL,MANUAL,2350000
HIACE,1988,35,355546,2440,DIESEL,MANUAL,2350000
CALDINA,1999,24,200000,1970,DIESEL,MANUAL,2350000
COROLLA,1997,26,313500,1970,DIESEL,AUTOMATIC,2350000
HIACE,1988,35,110000,2440,DIESEL,MANUAL,2350000
HIACE,1984,39,100000,2500,DIESEL,MANUAL,2350000
HIACE,1983,40,250000,2180,DIESEL,MANUAL,2350000
HIACE,1984,39,100000,2500,DIESEL,MANUAL,2350000
HIACE,1988,35,110000,2440,DIESEL,MANUAL,2350000
COROLLA,1997,26,313500,1970,DIESEL,AUTOMATIC,2350000
STARLET,1994,29,217000,1330,PETROL,MANUAL,2350000
STARLET,1992,31,120000,1330,HYBRID,AUTOMATIC,2350000
HIACE,1988,35,355546,2440,HYBRID,AUTOMATIC,2350000
TOWNACE,1992,31,245800,1850,PETROL,MANUAL,2350000
LITEACE,1991,32,250000,2000,DIESEL,MANUAL,2330000
LITEACE,1991,32,250000,2000,PETROL,MANUAL,2330000
HIACE,1983,40,120000,2698,PETROL,MANUAL,2300000
COROLLA,1992,31,100500,1500,PETROL,MANUAL,2300000
SPRINTER,1996,27,32154,1500,PETROL,MANUAL,2300000
HILUX,1986,37,300009,2400,DIESEL,MANUAL,2300000
LITEACE,1988,35,0,1570,DIESEL,MANUAL,2300000
TOWNACE,1989,34,275000,1970,DIESEL,MANUAL,2300000
HIACE,1988,35,200321,2660,DIESEL,MANUAL,2300000
HIACE,1994,29,100000,2770,DIESEL,MANUAL,2300000
HIACE,1988,35,23000,2440,DIESEL,MANUAL,2300000
TOWNACE,1989,34,300000,1900,DIESEL,MANUAL,2300000
LITEACE,1990,33,350000,1970,DIESEL,MANUAL,2300000
VAN,1989,34,75000,2000,DIESEL,MANUAL,2300000
STARLET,1996,27,65000,1500,DIESEL,AUTOMATIC,2300000
STARLET,1996,27,199000,1500,DIESEL,AUTOMATIC,2300000
LITEACE,1990,33,12345,2000,DIESEL,MANUAL,2300000
HILUX,1985,38,84627,2200,DIESEL,MANUAL,2300000
HIACE,1986,37,300000,2000,DIESEL,MANUAL,2300000
STARLET,1993,30,134000,1200,PETROL,MANUAL,2300000
LITEACE,1990,33,258000,1850,DIESEL,MANUAL,2300000
SOLUNA,2002,21,12000,1500,PETROL,MANUAL,2300000
HIACE,1986,37,370000,2440,DIESEL,MANUAL,2300000
LITEACE,1991,32,320000,1900,DIESEL,MANUAL,2300000
HIACE,2000,23,50000,1500,DIESEL,MANUAL,2300000
HIACE,1987,36,240000,2400,DIESEL,MANUAL,2300000
HIACE,1983,40,400000,2180,DIESEL,MANUAL,2300000
TOWNACE,1995,28,150000,1970,PETROL,MANUAL,2300000
LITEACE,1990,33,350000,1970,DIESEL,MANUAL,2300000
TOWNACE,1995,28,150000,1970,PETROL,MANUAL,2300000
LITEACE,1990,33,350000,1970,DIESEL,MANUAL,2300000
HIACE,1983,40,400000,2180,DIESEL,MANUAL,2300000
HIACE,1987,36,240000,2400,DIESEL,MANUAL,2300000
LITEACE,1990,33,258000,1850,DIESEL,MANUAL,2300000
STARLET,1993,30,134000,1200,PETROL,MANUAL,2300000
HIACE,1986,37,300000,2000,DIESEL,MANUAL,2300000
HIACE,2000,23,50000,1500,PETROL,AUTOMATIC,2300000
LITEACE,1991,32,320000,1900,PETROL,AUTOMATIC,2300000
COROLLA,1993,30,264000,1500,PETROL,AUTOMATIC,2295000
TOWNACE,1991,32,120000,1970,DIESEL,MANUAL,2295000
LITEACE,1990,33,189454,1990,DIESEL,MANUAL,2290000
COROLLA,1996,27,135000,2000,DIESEL,AUTOMATIC,2290000
TOWNACE,1996,27,250854,2000,DIESEL,MANUAL,2290000
TOWNACE,1996,27,250854,2000,DIESEL,MANUAL,2290000
STARLET,1995,28,190000,1300,PETROL,AUTOMATIC,2285000
CARINA,1993,30,165000,1500,PETROL,MANUAL,2280000
TOWNACE,1991,32,300000,2700,DIESEL,MANUAL,2280000
HIACE,1988,35,310048,2440,DIESEL,MANUAL,2275000
COROLLA,1996,27,181000,2000,PETROL,MANUAL,2275000
LITEACE,1992,31,260000,1800,DIESEL,MANUAL,2275000
HIACE,1984,39,319000,2180,DIESEL,MANUAL,2275000
TOWNACE,1995,28,165800,1980,DIESEL,MANUAL,2275000
HIACE,1983,40,83000,1600,DIESEL,MANUAL,2275000
LITEACE,1990,33,146377,2000,DIESEL,MANUAL,2275000
SOLUNA,2001,22,175000,1500,PETROL,MANUAL,2275000
HIACE,1983,40,83000,1600,PETROL,AUTOMATIC,2275000
COROLLA,1993,30,170000,1500,PETROL,MANUAL,2267700
LITEACE,1989,34,395661,2000,DIESEL,MANUAL,2260000
HILUX,1984,39,140000,2400,DIESEL,MANUAL,2260000
LITEACE,1992,31,38000,2000,DIESEL,MANUAL,2250000
TOWNACE,1991,32,155000,2000,DIESEL,MANUAL,2250000
TOWNACE,1988,35,350000,1970,DIESEL,MANUAL,2250000
TOWNACE,1986,37,105000,2000,DIESEL,MANUAL,2250000
DUET,2000,23,155618,1000,PETROL,AUTOMATIC,2250000
DUET,1999,24,142000,1000,PETROL,AUTOMATIC,2250000
COROLLA,1995,28,154000,1500,PETROL,MANUAL,2250000
COROLLA,1992,31,196000,1500,PETROL,AUTOMATIC,2250000
COROLLA,1991,32,180000,1970,DIESEL,MANUAL,2250000
LITEACE,1994,29,269000,1850,DIESEL,MANUAL,2250000
COROLLA,1996,27,189000,2000,PETROL,AUTOMATIC,2250000
HIACE,1984,39,390000,2188,PETROL,MANUAL,2250000
STARLET,1997,26,221000,1500,DIESEL,AUTOMATIC,2250000
CAR,1999,24,150000,1999,PETROL,AUTOMATIC,2250000
TOWNACE,1992,31,265000,1990,DIESEL,MANUAL,2250000
TOWNACE,1991,32,485281,1970,DIESEL,MANUAL,2250000
COROLLA,1996,27,150000,1330,PETROL,AUTOMATIC,2250000
COROLLA,1999,24,830000,1500,PETROL,AUTOMATIC,2250000
STARLET,1992,31,60000,1330,PETROL,MANUAL,2250000
LITEACE,1991,32,35000,2560,DIESEL,MANUAL,2250000
LITEACE,1990,33,290000,1970,DIESEL,MANUAL,2250000
COROLLA,2011,12,78985,1794,DIESEL,MANUAL,2250000
STARLET,1997,26,18700,1500,DIESEL,AUTOMATIC,2250000
VITZ,2007,16,130000,1000,PETROL,AUTOMATIC,2250000
STARLET,1997,26,18700,1500,DIESEL,AUTOMATIC,2250000
COROLLA,1999,24,830000,1500,PETROL,AUTOMATIC,2250000
COROLLA,1996,27,150000,1330,DIESEL,AUTOMATIC,2250000
TOWNACE,1991,32,485281,1970,PETROL,MANUAL,2250000
COROLLA,2011,12,78985,1794,DIESEL,AUTOMATIC,2250000
LITEACE,1990,33,290000,1970,DIESEL,AUTOMATIC,2250000
LITEACE,1991,32,35000,2560,DIESEL,MANUAL,2250000
TOWNACE,1990,33,250000,970,DIESEL,MANUAL,2245000
TOWNACE,1990,33,250000,970,PETROL,AUTOMATIC,2245000
LITEACE,1989,34,60000,2000,DIESEL,MANUAL,2235000
HIACE,1989,34,25000,2500,DIESEL,MANUAL,2215000
HIACE,1989,34,25000,2500,PETROL,MANUAL,2215000
COROLLA,1994,29,140000,1500,PETROL,AUTOMATIC,2200000
TOWNACE,1992,31,180000,2000,DIESEL,MANUAL,2200000
CORSA,1997,26,198000,1500,PETROL,AUTOMATIC,2200000
CARINA,1995,28,100000,1500,PETROL,AUTOMATIC,2200000
COROLLA,1996,27,118000,1700,DIESEL,AUTOMATIC,2200000
STARLET,1993,30,210000,1300,PETROL,MANUAL,2200000
COROLLA,1998,25,20000,2000,DIESEL,AUTOMATIC,2200000
COROLLA,1993,30,197000,1490,PETROL,AUTOMATIC,2200000
TOWNACE,1991,32,250000,1800,DIESEL,MANUAL,2200000
TOWNACE,1990,33,327478,1500,DIESEL,MANUAL,2200000
CALDINA,1997,26,200000,1970,DIESEL,MANUAL,2200000
COROLLA,1996,27,134000,1300,PETROL,AUTOMATIC,2200000
COROLLA,1996,27,190000,108,DIESEL,AUTOMATIC,2200000
HIACE,1988,35,250000,2500,DIESEL,AUTOMATIC,2200000
COROLLA,1991,32,135000,1500,PETROL,MANUAL,2200000
STARLET,1992,31,165000,1300,PETROL,MANUAL,2200000
TOWNACE,1989,34,149000,1970,DIESEL,MANUAL,2200000
HIACE,1990,33,249000,2700,DIESEL,MANUAL,2200000
HIACE,1989,34,340000,2500,DIESEL,MANUAL,2200000
HIACE,1989,34,456600,2440,DIESEL,AUTOMATIC,2200000
SPRINTER,1993,30,100000,2000,DIESEL,MANUAL,2200000
SPRINTER,2010,13,25000,1500,DIESEL,MANUAL,2200000
TOWNACE,1990,33,156231,1000,PETROL,MANUAL,2200000
HIACE,1988,35,150000,2400,DIESEL,MANUAL,2200000
COROLLA,1997,26,165100,1331,PETROL,MANUAL,2200000
COROLLA,1996,27,229000,2000,DIESEL,AUTOMATIC,2200000
TOWNACE,1990,33,156231,1000,PETROL,MANUAL,2200000
HIACE,1990,33,249000,2700,DIESEL,MANUAL,2200000
TOWNACE,1989,34,149000,1970,PETROL,MANUAL,2200000
SPRINTER,2010,13,25000,1500,PETROL,MANUAL,2200000
SPRINTER,1993,30,100000,2000,DIESEL,MANUAL,2200000
HIACE,1989,34,456600,2440,DIESEL,MANUAL,2200000
COROLLA,1997,26,165000,1300,PETROL,AUTOMATIC,2200000
HIACE,1989,34,340000,2500,PETROL,AUTOMATIC,2200000
HIACE,1990,33,249000,2700,PETROL,AUTOMATIC,2200000
STARLET,1996,27,89000,1000,PETROL,AUTOMATIC,2195000
STARLET,1996,27,89000,1000,PETROL,AUTOMATIC,2195000
LITEACE,1989,34,234000,1950,DIESEL,MANUAL,2190000
TOWNACE,1998,25,150000,1900,DIESEL,MANUAL,2175000
HIACE,1987,36,500000,2440,DIESEL,MANUAL,2175000
COROLLA,1995,28,238000,1300,PETROL,MANUAL,2175000
HIACE,1987,36,375000,2440,DIESEL,MANUAL,2175000
COROLLA,1995,28,238000,1300,PETROL,AUTOMATIC,2175000
TOWNACE,1991,32,200000,2000,DIESEL,MANUAL,2150000
CORSA,1996,27,120000,1440,PETROL,MANUAL,2150000
COROLLA,1993,30,185000,1500,PETROL,MANUAL,2150000
HIACE,1985,38,100000,2200,DIESEL,MANUAL,2150000
HIACE,1985,38,100000,2200,DIESEL,MANUAL,2150000
HIACE,1985,38,64000,2400,DIESEL,MANUAL,2150000
DUET,2002,21,250000,1000,PETROL,MANUAL,2150000
COROLLA,1996,27,0,0,PETROL,MANUAL,2150000
CORSA,1999,24,145210,1500,PETROL,MANUAL,2150000
DUET,2002,21,220000,1000,PETROL,MANUAL,2150000
HIACE,1983,40,325000,2000,DIESEL,MANUAL,2150000
LITEACE,1989,34,123000,1960,DIESEL,MANUAL,2150000
TOWNACE,1990,33,200000,1970,DIESEL,MANUAL,2150000
LITEACE,1991,32,234560,2000,DIESEL,MANUAL,2150000
COROLLA,1997,26,44242,1970,DIESEL,MANUAL,2150000
COROLLA,2006,17,135000,1974,DIESEL,MANUAL,2150000
CR27,1990,33,342460,1900,DIESEL,MANUAL,2150000
PASSO,2002,21,190000,1000,PETROL,MANUAL,2150000
HILUX,1985,38,150000,2100,DIESEL,MANUAL,2150000
LITEACE,1989,34,245000,1950,DIESEL,MANUAL,2150000
CARINA,1993,30,259000,1490,PETROL,MANUAL,2150000
TOWNACE,1988,35,245000,2000,DIESEL,MANUAL,2150000
TOWNACE,1988,35,245000,2000,DIESEL,MANUAL,2150000
CARINA,1993,30,259000,1490,PETROL,MANUAL,2150000
LITEACE,1989,34,245000,1950,DIESEL,MANUAL,2150000
HILUX,1985,38,150000,2100,DIESEL,MANUAL,2150000
DUET,2002,21,220000,1000,PETROL,MANUAL,2150000
CORSA,1999,24,145210,1500,PETROL,MANUAL,2150000
PASSO,2002,21,190000,1000,HYBRID,AUTOMATIC,2150000
CR27,1990,33,342460,1900,PETROL,MANUAL,2150000
COROLLA,2006,17,135000,1974,PETROL,AUTOMATIC,2150000
COROLLA,1997,26,44242,1970,PETROL,AUTOMATIC,2150000
LITEACE,1991,32,234560,2000,PETROL,MANUAL,2150000
HIACE,1983,40,325000,2000,PETROL,MANUAL,2150000
HIACE,1988,35,300000,2440,DIESEL,MANUAL,2128000
LITEACE,1991,32,198000,1990,DIESEL,MANUAL,2125000
COROLLA,1992,31,186000,1500,PETROL,MANUAL,2125000
HIACE,1988,35,2986,2000,DIESEL,MANUAL,2125000
STARLET,1997,26,125000,1450,DIESEL,MANUAL,2110000
STARLET,1997,26,87300,1500,DIESEL,MANUAL,2110000
COROLLA,1994,29,302000,1500,PETROL,MANUAL,2100000
HILUX,1987,36,148000,2200,DIESEL,MANUAL,2100000
HIACE,1988,35,32165,2800,DIESEL,MANUAL,2100000
COROLLA,1995,28,84725,1500,PETROL,MANUAL,2100000
LITEACE,1991,32,120560,1600,DIESEL,MANUAL,2100000
HIACE,1983,40,300000,2180,DIESEL,MANUAL,2100000
CAR,1996,27,162000,1970,PETROL,AUTOMATIC,2100000
COROLLA,1996,27,165000,1500,DIESEL,MANUAL,2100000
COROLLA,1993,30,150000,1300,PETROL,MANUAL,2100000
HIACE,1983,40,100000,2188,DIESEL,MANUAL,2100000
LITEACE,1988,35,130000,197000,DIESEL,MANUAL,2100000
COROLLA,2000,23,84545,1500,PETROL,AUTOMATIC,2100000
COROLLA,1990,33,158000,1500,PETROL,MANUAL,2100000
AE100,1993,30,260000,1500,PETROL,MANUAL,2100000
LITEACE,1989,34,305000,1980,DIESEL,MANUAL,2100000
LITEACE,1990,33,400000,2000,DIESEL,MANUAL,2100000
COROLLA,2000,23,210000,800,DIESEL,MANUAL,2100000
LITEACE,1989,34,45252,1900,DIESEL,MANUAL,2100000
STARLET,1992,31,125650,1330,PETROL,MANUAL,2100000
COROLLA,1994,29,200000,1500,PETROL,MANUAL,2100000
LITEACE,1989,34,45252,1900,DIESEL,MANUAL,2100000
COROLLA,2000,23,210000,800,DIESEL,MANUAL,2100000
LITEACE,1990,33,400000,2000,DIESEL,MANUAL,2100000
LITEACE,1989,34,305000,1980,DIESEL,MANUAL,2100000
AE100,1993,30,260000,1500,PETROL,MANUAL,2100000
COROLLA,1993,30,150000,1300,PETROL,MANUAL,2100000
COROLLA,1990,33,158000,1500,PETROL,MANUAL,2100000
COROLLA,2000,23,84545,1500,PETROL,MANUAL,2100000
COROLLA,1993,30,150000,1300,PETROL,AUTOMATIC,2100000
CORONA,1989,34,175000,1498,PETROL,AUTOMATIC,2090000
COROLLA,1995,28,149527,960,PETROL,MANUAL,2090000
CORONA,1989,34,175000,1498,PETROL,AUTOMATIC,2090000
CORONA,1994,29,150000,1500,PETROL,MANUAL,2075000
COROLLA,1993,30,228000,1490,PETROL,MANUAL,2075000
LITEACE,1991,32,44312,1850,DIESEL,MANUAL,2075000
HIACE,1988,35,152226,2450,DIESEL,MANUAL,2075000
COROLLA,1994,29,165800,1300,PETROL,MANUAL,2075000
CORSA,1997,26,125000,1300,PETROL,MANUAL,2075000
CORSA,1997,26,125000,1300,PETROL,MANUAL,2075000
CORONA,1993,30,150000,2000,DIESEL,AUTOMATIC,2050000
HIACE,1989,34,18000,3000,PETROL,MANUAL,2050000
CAMRY,1989,34,150000,2000,PETROL,MANUAL,2050000
COROLLA,1997,26,190000,1500,PETROL,AUTOMATIC,2050000
CORONA,1993,30,254705,1500,PETROL,MANUAL,2050000
COROLLA,1997,26,165000,2000,DIESEL,AUTOMATIC,2050000
LITEACE,1990,33,320000,1850,DIESEL,MANUAL,2050000
AE100,1996,27,165800,1500,PETROL,MANUAL,2050000
LITEACE,1991,32,180000,2500,DIESEL,MANUAL,2050000
HIACE,1985,38,12345,1200,DIESEL,MANUAL,2050000
SPRINTER,1994,29,290000,2000,DIESEL,AUTOMATIC,2050000
SPRINTER,1994,29,290000,2000,DIESEL,AUTOMATIC,2050000
LITEACE,1991,32,180000,2500,DIESEL,MANUAL,2050000
HIACE,1985,38,12345,1200,PETROL,AUTOMATIC,2050000
COROLLA,1991,32,178000,1300,PETROL,MANUAL,2035000
TERCEL,1997,26,180000,1300,PETROL,MANUAL,2025000
COROLLA,1998,25,150000,1300,PETROL,AUTOMATIC,2000000
DUET,2001,22,198000,1000,PETROL,AUTOMATIC,2000000
STARLET,1992,31,150000,1330,PETROL,MANUAL,2000000
HIACE,1991,32,256000,2770,DIESEL,MANUAL,2000000
COROLLA,1995,28,75000,1330,PETROL,MANUAL,2000000
STARLET,1991,32,150000,1300,PETROL,MANUAL,2000000
COROLLA,1996,27,200000,1300,PETROL,MANUAL,2000000
CORSA,1997,26,168000,1500,PETROL,MANUAL,2000000
HIACE,1990,33,265000,2100,DIESEL,MANUAL,2000000
TOWNACE,1989,34,310000,1970,DIESEL,MANUAL,2000000
COROLLA,1996,27,200000,2000,DIESEL,MANUAL,2000000
HIACE,1992,31,399160,2440,DIESEL,MANUAL,2000000
CAMRY,1997,26,42000,1997,DIESEL,AUTOMATIC,2000000
COROLLA,1990,33,125000,1500,PETROL,MANUAL,2000000
COROLLA,2000,23,43267,1500,PETROL,AUTOMATIC,2000000
LITEACE,1985,38,85658,1200,DIESEL,MANUAL,2000000
TOWNACE,1994,29,150000,2000,DIESEL,MANUAL,2000000
TOWNACE,1990,33,190000,1970,DIESEL,MANUAL,2000000
TOWNACE,1985,38,380000,1830,DIESEL,MANUAL,2000000
TOWNACE,1990,33,190000,1970,DIESEL,MANUAL,2000000
LITEACE,1985,38,85658,1200,DIESEL,MANUAL,2000000
COROLLA,1996,27,200000,2000,DIESEL,MANUAL,2000000
COROLLA,2000,23,43267,1500,PETROL,AUTOMATIC,2000000
COROLLA,1990,33,125000,1500,PETROL,MANUAL,2000000
VISTA,1995,28,120000,1800,PETROL,AUTOMATIC,1995000
LITEACE,1987,36,211000,1830,DIESEL,MANUAL,1990000
TOWNACE,1990,33,250000,1800,DIESEL,MANUAL,1990000
LITEACE,1993,30,265000,1800,DIESEL,MANUAL,1990000
AE100,1993,30,250000,15000,PETROL,MANUAL,1990000
AE100,1993,30,250000,15000,DIESEL,AUTOMATIC,1990000
CHASER,1999,24,195000,2000,PETROL,AUTOMATIC,1985000
TOWNACE,1995,28,200000,1970,PETROL,MANUAL,1985000
TOWNACE,1995,28,200000,1970,PETROL,MANUAL,1985000
CALDINA,1996,27,297000,1970,DIESEL,AUTOMATIC,1980000
TOWNACE,1989,34,219000,1970,DIESEL,MANUAL,1975000
COROLLA,1991,32,320000,320000,PETROL,MANUAL,1975000
CAMRY,1992,31,126000,2000,PETROL,MANUAL,1975000
CORSA,1998,25,120000,1330,PETROL,MANUAL,1975000
TOWNACE,1988,35,176284,1927,DIESEL,MANUAL,1975000
TOWNACE,1984,39,686541,2000,DIESEL,MANUAL,1975000
HIACE,1986,37,200000,2200,DIESEL,MANUAL,1975000
HIACE,1986,37,200000,2200,DIESEL,MANUAL,1975000
CAMRY,1992,31,126000,2000,PETROL,MANUAL,1975000
TOWNACE,1984,39,686541,2000,PETROL,AUTOMATIC,1975000
TOWNACE,1988,35,176284,1927,PETROL,AUTOMATIC,1975000
TERCEL,1998,25,200000,1300,PETROL,MANUAL,1965000
COROLLA,1996,27,120000,1300,PETROL,MANUAL,1950000
HIACE,1989,34,400000,2440,DIESEL,MANUAL,1950000
TOWNACE,1992,31,20000,1920,DIESEL,MANUAL,1950000
CAR,1997,26,75000,1300,PETROL,MANUAL,1950000
CORONA,1995,28,263000,2000,DIESEL,AUTOMATIC,1950000
COROLLA,1994,29,500000,1300,PETROL,MANUAL,1950000
HIACE,1985,38,225000,1000,DIESEL,MANUAL,1950000
CARINA,1990,33,276000,1500,PETROL,MANUAL,1950000
LITEACE,1988,35,400000,1200,DIESEL,AUTOMATIC,1950000
SPRINTER,1996,27,265088,1970,DIESEL,MANUAL,1950000
COROLLA,1993,30,165800,1500,PETROL,MANUAL,1950000
COROLLA,1991,32,352800,1830,DIESEL,MANUAL,1950000
HIACE,1989,34,600000,2440,DIESEL,MANUAL,1950000
COROLLA,1996,27,200000,1300,PETROL,MANUAL,1950000
COROLLA,1995,28,265800,1500,PETROL,MANUAL,1950000
STARLET,1991,32,192000,1330,PETROL,MANUAL,1950000
LITEACE,1992,31,125000,1850,DIESEL,MANUAL,1950000
CORONA,1992,31,250000,2000,DIESEL,MANUAL,1950000
LITEACE,1991,32,258000,2800,DIESEL,MANUAL,1950000
SPRINTER,1993,30,173000,1500,PETROL,MANUAL,1950000
SPRINTER,1993,30,150000,1490,PETROL,MANUAL,1950000
SPRINTER,1993,30,150000,1490,PETROL,MANUAL,1950000
SPRINTER,1993,30,173000,1500,PETROL,MANUAL,1950000
LITEACE,1991,32,258000,2800,DIESEL,MANUAL,1950000
CORONA,1992,31,250000,2000,DIESEL,MANUAL,1950000
COROLLA,1996,27,200000,1300,PETROL,MANUAL,1950000
HIACE,1989,34,600000,2440,DIESEL,MANUAL,1950000
COROLLA,1991,32,352800,1830,DIESEL,MANUAL,1950000
COROLLA,1993,30,165800,1500,PETROL,MANUAL,1950000
SPRINTER,1996,27,265088,1970,DIESEL,MANUAL,1950000
LITEACE,1988,35,400000,1200,PETROL,AUTOMATIC,1950000
LITEACE,1992,31,125000,1850,PETROL,AUTOMATIC,1950000
SPRINTER,1994,29,145102,1500,PETROL,MANUAL,1925000
STARLET,1995,28,230000,1200,DIESEL,AUTOMATIC,1900000
COROLLA,1996,27,55000,2000,PETROL,MANUAL,1900000
COROLLA,1994,29,215000,1500,PETROL,MANUAL,1900000
HIACE,1990,33,300000,2500,DIESEL,MANUAL,1900000
HIACE,1988,35,181425,1980,DIESEL,MANUAL,1900000
TOWNACE,1988,35,255,5588,DIESEL,MANUAL,1900000
HIACE,1985,38,1000000,2180,DIESEL,MANUAL,1900000
HIACE,1983,40,200000,2160,DIESEL,MANUAL,1900000
CR27,1988,35,200000,1000,DIESEL,MANUAL,1900000
CR27,1988,35,200000,1000,PETROL,AUTOMATIC,1900000
HIACE,1983,40,200000,2160,DIESEL,AUTOMATIC,1900000
TOWNACE,1998,25,94800,18000,DIESEL,MANUAL,1895000
STARLET,1994,29,103000,1500,DIESEL,AUTOMATIC,1895000
STARLET,1994,29,103000,1500,DIESEL,AUTOMATIC,1895000
STARLET,1994,29,103000,1500,PETROL,AUTOMATIC,1895000
TOWNACE,1991,32,87000,2660,DIESEL,MANUAL,1890000
TOWNACE,1985,38,199000,2000,DIESEL,MANUAL,1890000
